id,name,addr,city,ctry,code
988,1001 VM LIMITED,169 SEABANK ROAD WALLASEY,MERSEYSIDE,UK,CH45 7QL
989,100STARLINGS LIMITED,DEVONSHIRE HOUSE 582 HONEYPOT LANE,STANMORE|MIDDLESEX,UK,HA7 1JS
990,100X TECH LTD,UNIT 11 HOVE BUSINESS CENTRE FONTHILL ROAD,HOVE|EAST SUSSEX,UK,BN3 6HA
991,101 CAD LTD,92A STATION ROAD ,LEIGH-ON-SEA|ESSEX,UK,SS9 1SU
992,101 IT LIMITED,30 MARKET PLACE SWAFFHAM,NORFOLK,UK,PE37 7QH
993,101 NET SOLUTIONS LTD,"THE OLD BANK, 205 - 207 HIGH STREET, COTTENHAM",CAMBRIDGE,UK,CB24 8RX
994,101 SOLUTIONS LIMITED,45-47 HIGH STREET 2ND FLOOR,COBHAM|SURREY,UK,KT11 3DP
995,101 SYSTEM WORKS LTD,101 ORCHARD ROAD ERDINGTON,BIRMINGHAM,UK,B24 9JE
996,101 WEB LIMITED,"17 MIDLAND COURT, STATION APPROACH, OAKHAM",RUTLAND,UK,LE15 6RA
997,101DOMAIN LIMITED,C/O FLETCHER KENNEDY LIMITED 72 HIGH STREET,HASLEMERE|SURREY,UK,GU27 2LA
998,101SMART LIMITED,UNIT 15 BEECH AVENUE TAVERHAM,NORWICH|NORFOLK,UK,NR8 6HW
999,1045 DESIGN STUDIOS LTD,"10TH FLOOR, K &amp; B ACCOUNTANCY GROUP ONE CANADA SQUARE CANARY WHARF",LONDON,UK,E14 5AA
1000,10DUKE SOFTWARE LTD.,2 WATER LANE ,LONDON,UK,NW1 8NZ
